STORE_ID,SKU,TRAN_DATE,UNIT_SALES,REVENUE
STORE_001,SKU10000,2025-06-11,18,35.82
STORE_001,SKU10000,2025-06-12,18,35.82
STORE_001,SKU10000,2025-06-13,10,19.9
STORE_001,SKU10000,2025-06-14,23,45.77
STORE_001,SKU10001,2025-04-20,13,64.87
STORE_001,SKU10001,2025-04-21,10,49.9
STORE_001,SKU10001,2025-04-22,9,44.91
STORE_001,SKU10001,2025-04-23,14,69.86
STORE_001,SKU10001,2025-04-24,11,54.89
STORE_001,SKU10001,2025-04-25,7,34.93
STORE_001,SKU10001,2025-04-26,13,64.87
STORE_001,SKU10001,2025-04-27,11,54.89
STORE_001,SKU10001,2025-04-28,12,59.88
STORE_001,SKU10001,2025-04-29,10,49.9
STORE_001,SKU10001,2025-04-30,11,54.89
STORE_001,SKU10001,2025-05-01,11,54.89
STORE_001,SKU10001,2025-05-02,9,44.91
STORE_001,SKU10001,2025-05-03,14,69.86
STORE_001,SKU10001,2025-05-04,15,74.85
STORE_001,SKU10001,2025-05-05,14,69.86
STORE_001,SKU10001,2025-05-06,10,49.9
STORE_001,SKU10001,2025-05-07,13,64.87
STORE_001,SKU10001,2025-05-09,7,34.93
STORE_001,SKU10001,2025-05-10,13,64.87
STORE_001,SKU10001,2025-05-11,10,49.9
STORE_001,SKU10001,2025-05-12,14,69.86
STORE_001,SKU10001,2025-05-13,9,44.91
STORE_001,SKU10001,2025-05-14,10,49.9
STORE_001,SKU10001,2025-05-15,12,59.88
STORE_001,SKU10001,2025-05-16,8,39.92
STORE_001,SKU10001,2025-05-17,9,44.91
STORE_001,SKU10001,2025-05-18,13,64.87
STORE_001,SKU10001,2025-05-19,11,54.89
STORE_001,SKU10001,2025-05-20,12,59.88
STORE_001,SKU10001,2025-05-21,12,59.88
STORE_001,SKU10001,2025-05-22,11,54.89
STORE_001,SKU10001,2025-05-23,9,44.91
STORE_001,SKU10001,2025-05-24,13,64.87
STORE_001,SKU10001,2025-05-25,13,64.87
STORE_001,SKU10001,2025-05-27,9,44.91
STORE_001,SKU10001,2025-05-28,13,64.87
STORE_001,SKU10001,2025-05-29,14,69.86
STORE_001,SKU10001,2025-05-30,9,44.91
STORE_001,SKU10001,2025-05-31,10,49.9
STORE_001,SKU10001,2025-06-01,13,64.87
STORE_001,SKU10001,2025-06-02,13,64.87
STORE_001,SKU10001,2025-06-03,8,39.92
STORE_001,SKU10001,2025-06-04,9,44.91
STORE_001,SKU10001,2025-06-05,13,64.87
STORE_001,SKU10001,2025-06-06,10,49.9
STORE_001,SKU10001,2025-06-07,18,89.82
STORE_001,SKU10001,2025-06-08,13,64.87
STORE_001,SKU10001,2025-06-09,9,44.91
STORE_001,SKU10001,2025-06-11,13,64.87
STORE_001,SKU10001,2025-06-12,10,49.9
STORE_001,SKU10001,2025-06-14,14,69.86
STORE_001,SKU10002,2025-04-20,8,19.92
STORE_001,SKU10002,2025-04-21,9,22.41
STORE_001,SKU10002,2025-04-22,6,14.94
STORE_001,SKU10002,2025-04-23,7,17.43
STORE_001,SKU10002,2025-04-24,9,22.41
STORE_001,SKU10002,2025-04-25,11,27.39
STORE_001,SKU10002,2025-04-26,11,27.39
STORE_001,SKU10002,2025-04-27,9,22.41
STORE_001,SKU10002,2025-04-28,6,14.94
STORE_001,SKU10002,2025-04-29,11,27.39
STORE_001,SKU10002,2025-04-30,9,22.41
STORE_001,SKU10002,2025-05-01,8,19.92
STORE_001,SKU10002,2025-05-02,11,27.39
STORE_001,SKU10002,2025-05-03,9,22.41
STORE_001,SKU10002,2025-05-04,10,24.9
STORE_001,SKU10002,2025-05-05,8,19.92
STORE_001,SKU10002,2025-05-06,8,19.92
STORE_001,SKU10002,2025-05-08,6,14.94
STORE_001,SKU10002,2025-05-09,9,22.41
STORE_001,SKU10002,2025-05-12,5,12.45
STORE_001,SKU10002,2025-05-13,8,19.92
STORE_001,SKU10002,2025-05-14,6,14.94
STORE_001,SKU10002,2025-05-15,6,14.94
STORE_001,SKU10002,2025-05-17,10,24.9
STORE_001,SKU10002,2025-05-18,12,29.88
STORE_001,SKU10002,2025-05-19,10,24.9
STORE_001,SKU10002,2025-05-20,10,24.9
STORE_001,SKU10002,2025-05-21,7,17.43
STORE_001,SKU10002,2025-05-22,6,14.94
STORE_001,SKU10002,2025-05-23,11,27.39
STORE_001,SKU10002,2025-05-24,10,24.9
STORE_001,SKU10002,2025-05-25,6,14.94
STORE_001,SKU10002,2025-05-26,9,22.41
STORE_001,SKU10002,2025-05-27,11,27.39
STORE_001,SKU10002,2025-05-28,6,14.94
STORE_001,SKU10002,2025-05-29,5,12.45
STORE_001,SKU10002,2025-05-31,10,24.9
STORE_001,SKU10002,2025-06-01,11,27.39
STORE_001,SKU10002,2025-06-02,1,2.49
STORE_001,SKU10002,2025-06-03,6,14.94
STORE_001,SKU10002,2025-06-04,11,27.39
STORE_001,SKU10002,2025-06-05,5,12.45
STORE_001,SKU10002,2025-06-07,9,22.41
STORE_001,SKU10002,2025-06-08,14,34.86
STORE_001,SKU10002,2025-06-09,7,17.43
STORE_001,SKU10002,2025-06-10,8,19.92
STORE_001,SKU10002,2025-06-11,4,9.96
STORE_001,SKU10002,2025-06-12,10,24.9
STORE_001,SKU10002,2025-06-13,9,22.41
STORE_001,SKU10002,2025-06-14,9,22.41
STORE_001,SKU10003,2025-04-20,14,46.06
STORE_001,SKU10003,2025-04-21,14,46.06
STORE_001,SKU10003,2025-04-22,12,39.48
STORE_001,SKU10003,2025-04-23,13,42.77
STORE_001,SKU10003,2025-04-24,15,49.35
STORE_001,SKU10003,2025-04-25,15,49.35
STORE_001,SKU10003,2025-04-26,17,55.93
STORE_001,SKU10003,2025-04-27,14,46.06
STORE_001,SKU10003,2025-04-28,8,26.32
STORE_001,SKU10003,2025-04-29,10,32.9
STORE_001,SKU10003,2025-04-30,18,59.22
STORE_001,SKU10003,2025-05-01,12,39.48
STORE_001,SKU10003,2025-05-02,14,46.06
STORE_001,SKU10003,2025-05-03,18,59.22
STORE_001,SKU10003,2025-05-04,15,49.35
STORE_001,SKU10003,2025-05-06,16,52.64
STORE_001,SKU10003,2025-05-07,14,46.06
STORE_001,SKU10003,2025-05-08,13,42.77
STORE_001,SKU10003,2025-05-09,11,36.19
STORE_001,SKU10003,2025-05-10,21,69.09
STORE_001,SKU10003,2025-05-11,19,62.51
STORE_001,SKU10003,2025-05-12,16,52.64
STORE_001,SKU10003,2025-05-13,13,42.77
STORE_001,SKU10003,2025-05-14,11,36.19
STORE_001,SKU10003,2025-05-15,16,52.64
STORE_001,SKU10003,2025-05-16,13,42.77
STORE_001,SKU10003,2025-05-17,17,55.93
STORE_001,SKU10003,2025-05-18,14,46.06
STORE_001,SKU10003,2025-05-19,14,46.06
STORE_001,SKU10003,2025-05-20,12,39.48
STORE_001,SKU10003,2025-05-21,12,39.48
STORE_001,SKU10003,2025-05-22,14,46.06
STORE_001,SKU10003,2025-05-23,9,29.61
STORE_001,SKU10003,2025-05-24,12,39.48
STORE_001,SKU10003,2025-05-25,14,46.06
STORE_001,SKU10003,2025-05-26,13,42.77
STORE_001,SKU10003,2025-05-27,16,52.64
STORE_001,SKU10003,2025-05-28,13,42.77
STORE_001,SKU10003,2025-05-29,13,42.77
STORE_001,SKU10003,2025-05-30,13,42.77
STORE_001,SKU10003,2025-05-31,17,55.93
STORE_001,SKU10003,2025-06-01,13,42.77
STORE_001,SKU10003,2025-06-02,13,42.77
STORE_001,SKU10003,2025-06-03,15,49.35
STORE_001,SKU10003,2025-06-04,14,46.06
STORE_001,SKU10003,2025-06-05,14,46.06
STORE_001,SKU10003,2025-06-06,14,46.06
STORE_001,SKU10003,2025-06-07,17,55.93
STORE_001,SKU10003,2025-06-08,22,72.38
STORE_001,SKU10003,2025-06-09,11,36.19
STORE_001,SKU10003,2025-06-10,20,65.8
STORE_001,SKU10003,2025-06-11,11,36.19
STORE_001,SKU10003,2025-06-12,8,26.32
STORE_001,SKU10003,2025-06-13,12,39.48
STORE_001,SKU10003,2025-06-14,17,55.93
STORE_001,SKU10004,2025-04-20,15,59.85
STORE_001,SKU10004,2025-04-21,7,27.93
STORE_001,SKU10004,2025-04-22,10,39.9
STORE_001,SKU10004,2025-04-23,7,27.93
STORE_001,SKU10004,2025-04-24,13,51.87
STORE_001,SKU10004,2025-04-25,12,47.88
STORE_001,SKU10004,2025-04-26,10,39.9
STORE_001,SKU10004,2025-04-27,7,27.93
STORE_001,SKU10004,2025-04-28,12,47.88
STORE_001,SKU10004,2025-04-29,9,35.91
STORE_001,SKU10004,2025-04-30,12,47.88
STORE_001,SKU10004,2025-05-01,9,35.91
STORE_001,SKU10004,2025-05-02,9,35.91
STORE_001,SKU10004,2025-05-03,10,39.9
STORE_001,SKU10004,2025-05-04,12,47.88
STORE_001,SKU10004,2025-05-05,10,39.9
STORE_001,SKU10004,2025-05-06,10,39.9
STORE_001,SKU10004,2025-05-07,6,23.94
STORE_001,SKU10004,2025-05-08,12,47.88
STORE_001,SKU10004,2025-05-09,13,51.87
STORE_001,SKU10004,2025-05-10,11,43.89
STORE_001,SKU10004,2025-05-11,15,59.85
STORE_001,SKU10004,2025-05-12,13,51.87
STORE_001,SKU10004,2025-05-13,11,43.89
STORE_001,SKU10004,2025-05-14,12,47.88
STORE_001,SKU10004,2025-05-15,12,47.88
STORE_001,SKU10004,2025-05-16,6,23.94
STORE_001,SKU10004,2025-05-17,10,39.9
STORE_001,SKU10004,2025-05-18,12,47.88
STORE_001,SKU10004,2025-05-19,13,51.87
STORE_001,SKU10004,2025-05-20,6,23.94
STORE_001,SKU10004,2025-05-21,6,23.94
STORE_001,SKU10004,2025-05-22,9,35.91
STORE_001,SKU10004,2025-05-23,5,19.95
STORE_001,SKU10004,2025-05-24,11,43.89
STORE_001,SKU10004,2025-05-25,12,47.88
STORE_001,SKU10004,2025-05-26,7,27.93
STORE_001,SKU10004,2025-05-27,9,35.91
STORE_001,SKU10004,2025-05-28,11,43.89
STORE_001,SKU10004,2025-05-29,8,31.92
STORE_001,SKU10004,2025-05-30,8,31.92
STORE_001,SKU10004,2025-05-31,11,43.89
STORE_001,SKU10004,2025-06-01,9,35.91
STORE_001,SKU10004,2025-06-02,13,51.87
STORE_001,SKU10004,2025-06-04,9,35.91
STORE_001,SKU10004,2025-06-05,11,43.89
STORE_001,SKU10004,2025-06-06,8,31.92
STORE_001,SKU10004,2025-06-07,10,39.9
STORE_001,SKU10004,2025-06-08,8,31.92
STORE_001,SKU10004,2025-06-09,8,31.92
STORE_001,SKU10004,2025-06-10,5,19.95
STORE_001,SKU10004,2025-06-12,11,43.89
STORE_001,SKU10004,2025-06-13,10,39.9
STORE_001,SKU10004,2025-06-14,11,43.89
STORE_001,SKU10005,2025-04-20,6,26.94
STORE_001,SKU10005,2025-04-21,5,22.45
STORE_001,SKU10005,2025-04-23,4,17.96
STORE_001,SKU10005,2025-04-24,5,22.45
STORE_001,SKU10005,2025-04-25,6,26.94
STORE_001,SKU10005,2025-04-26,9,40.41
STORE_001,SKU10005,2025-04-27,9,40.41
STORE_001,SKU10005,2025-04-29,9,40.41
STORE_001,SKU10005,2025-04-30,7,31.43
STORE_001,SKU10005,2025-05-01,5,22.45
STORE_001,SKU10005,2025-05-02,4,17.96
STORE_001,SKU10005,2025-05-03,5,22.45
STORE_001,SKU10005,2025-05-04,9,40.41
STORE_001,SKU10005,2025-05-05,5,22.45
STORE_001,SKU10005,2025-05-06,6,26.94
STORE_001,SKU10005,2025-05-07,7,31.43
STORE_001,SKU10005,2025-05-08,5,22.45
STORE_001,SKU10005,2025-05-09,6,26.94
STORE_001,SKU10005,2025-05-10,6,26.94
STORE_001,SKU10005,2025-05-11,7,31.43
STORE_001,SKU10005,2025-05-12,8,35.92
STORE_001,SKU10005,2025-05-13,7,31.43
STORE_001,SKU10005,2025-05-14,8,35.92
STORE_001,SKU10005,2025-05-15,5,22.45
STORE_001,SKU10005,2025-05-16,8,35.92
STORE_001,SKU10005,2025-05-17,5,22.45
STORE_001,SKU10005,2025-05-18,8,35.92
STORE_001,SKU10005,2025-05-19,8,35.92
STORE_001,SKU10005,2025-05-20,4,17.96
STORE_001,SKU10005,2025-05-21,5,22.45
STORE_001,SKU10005,2025-05-22,7,31.43
STORE_001,SKU10005,2025-05-23,8,35.92
STORE_001,SKU10005,2025-05-24,7,31.43
STORE_001,SKU10005,2025-05-25,9,40.41
STORE_001,SKU10005,2025-05-26,9,40.41
STORE_001,SKU10005,2025-05-27,8,35.92
STORE_001,SKU10005,2025-05-28,6,26.94
STORE_001,SKU10005,2025-05-29,7,31.43
STORE_001,SKU10005,2025-05-30,5,22.45
STORE_001,SKU10005,2025-05-31,8,35.92
STORE_001,SKU10005,2025-06-01,7,31.43
STORE_001,SKU10005,2025-06-02,7,31.43
STORE_001,SKU10005,2025-06-03,6,26.94
STORE_001,SKU10005,2025-06-04,7,31.43
STORE_001,SKU10005,2025-06-05,6,26.94
STORE_001,SKU10005,2025-06-06,8,35.92
STORE_001,SKU10005,2025-06-07,7,31.43
STORE_001,SKU10005,2025-06-08,4,17.96
STORE_001,SKU10005,2025-06-09,5,22.45
STORE_001,SKU10005,2025-06-10,7,31.43
STORE_001,SKU10005,2025-06-11,10,44.9
STORE_001,SKU10005,2025-06-12,8,35.92
STORE_001,SKU10005,2025-06-13,3,13.47
STORE_001,SKU10005,2025-06-14,5,22.45
STORE_001,SKU10006,2025-04-20,8,47.92
STORE_001,SKU10006,2025-04-21,6,35.94
STORE_001,SKU10006,2025-04-22,9,53.91
STORE_001,SKU10006,2025-04-23,4,23.96
STORE_001,SKU10006,2025-04-24,4,23.96
STORE_001,SKU10006,2025-04-25,5,29.95
STORE_001,SKU10006,2025-04-26,5,29.95
STORE_001,SKU10006,2025-04-27,7,41.93
STORE_001,SKU10006,2025-04-29,4,23.96
STORE_001,SKU10006,2025-04-30,7,41.93
STORE_001,SKU10006,2025-05-01,4,23.96
STORE_001,SKU10006,2025-05-02,7,41.93
STORE_001,SKU10006,2025-05-03,7,41.93
STORE_001,SKU10006,2025-05-04,3,17.97
STORE_001,SKU10006,2025-05-05,6,35.94
STORE_001,SKU10006,2025-05-06,5,29.95
STORE_001,SKU10006,2025-05-07,6,35.94
STORE_001,SKU10006,2025-05-08,5,29.95
STORE_001,SKU10006,2025-05-09,9,53.91
STORE_001,SKU10006,2025-05-11,6,35.94
STORE_001,SKU10006,2025-05-12,6,35.94
STORE_001,SKU10006,2025-05-13,4,23.96
STORE_001,SKU10006,2025-05-14,6,35.94
STORE_001,SKU10006,2025-05-15,7,41.93
STORE_001,SKU10006,2025-05-16,4,23.96
STORE_001,SKU10006,2025-05-17,4,23.96
STORE_001,SKU10006,2025-05-18,6,35.94
STORE_001,SKU10006,2025-05-19,5,29.95
STORE_001,SKU10006,2025-05-20,7,41.93
STORE_001,SKU10006,2025-05-21,5,29.95
STORE_001,SKU10006,2025-05-22,4,23.96
STORE_001,SKU10006,2025-05-24,7,41.93
STORE_001,SKU10006,2025-05-25,2,11.98
STORE_001,SKU10006,2025-05-26,7,41.93
STORE_001,SKU10006,2025-05-27,4,23.96
STORE_001,SKU10006,2025-05-28,3,17.97
STORE_001,SKU10006,2025-05-29,5,29.95
STORE_001,SKU10006,2025-05-30,6,35.94
STORE_001,SKU10006,2025-05-31,6,35.94
STORE_001,SKU10006,2025-06-01,4,23.96
STORE_001,SKU10006,2025-06-02,6,35.94
STORE_001,SKU10006,2025-06-03,4,23.96
STORE_001,SKU10006,2025-06-04,5,29.95
STORE_001,SKU10006,2025-06-05,4,23.96
STORE_001,SKU10006,2025-06-06,5,29.95
STORE_001,SKU10006,2025-06-07,6,35.94
STORE_001,SKU10006,2025-06-08,6,35.94
STORE_001,SKU10006,2025-06-10,4,23.96
STORE_001,SKU10006,2025-06-11,5,29.95
STORE_001,SKU10006,2025-06-12,1,5.99
STORE_001,SKU10006,2025-06-13,7,41.93
STORE_001,SKU10006,2025-06-14,5,29.95
STORE_001,SKU10007,2025-04-20,13,55.77
STORE_001,SKU10007,2025-04-21,9,38.61
STORE_001,SKU10007,2025-04-22,10,42.9
STORE_001,SKU10007,2025-04-23,14,60.06
STORE_001,SKU10007,2025-04-25,15,64.35
STORE_001,SKU10007,2025-04-26,14,60.06
STORE_001,SKU10007,2025-04-27,14,60.06
STORE_001,SKU10007,2025-04-28,11,47.19
STORE_001,SKU10007,2025-04-29,12,51.48
STORE_001,SKU10007,2025-04-30,13,55.77
STORE_001,SKU10007,2025-05-01,13,55.77
STORE_001,SKU10007,2025-05-02,10,42.9
STORE_001,SKU10007,2025-05-03,12,51.48
STORE_001,SKU10007,2025-05-05,13,55.77
STORE_001,SKU10007,2025-05-06,9,38.61
STORE_001,SKU10007,2025-05-07,11,47.19
STORE_001,SKU10007,2025-05-08,15,64.35
STORE_001,SKU10007,2025-05-09,8,34.32
STORE_001,SKU10007,2025-05-10,16,68.64
STORE_001,SKU10007,2025-05-11,9,38.61
STORE_001,SKU10007,2025-05-12,16,68.64
STORE_001,SKU10007,2025-05-13,11,47.19
STORE_001,SKU10007,2025-05-14,13,55.77
STORE_001,SKU10007,2025-05-15,12,51.48
STORE_001,SKU10007,2025-05-16,12,51.48
STORE_001,SKU10007,2025-05-18,19,81.51
STORE_001,SKU10007,2025-05-19,14,60.06
STORE_001,SKU10007,2025-05-20,9,38.61
STORE_001,SKU10007,2025-05-21,12,51.48
STORE_001,SKU10007,2025-05-23,13,55.77
STORE_001,SKU10007,2025-05-24,12,51.48
STORE_001,SKU10007,2025-05-25,17,72.93
STORE_001,SKU10007,2025-05-26,13,55.77
STORE_001,SKU10007,2025-05-28,16,68.64
STORE_001,SKU10007,2025-05-29,16,68.64
STORE_001,SKU10007,2025-05-30,12,51.48
STORE_001,SKU10007,2025-05-31,16,68.64
STORE_001,SKU10007,2025-06-01,13,55.77
STORE_001,SKU10007,2025-06-02,13,55.77
STORE_001,SKU10007,2025-06-03,8,34.32
STORE_001,SKU10007,2025-06-04,10,42.9
STORE_001,SKU10007,2025-06-05,14,60.06
STORE_001,SKU10007,2025-06-06,8,34.32
STORE_001,SKU10007,2025-06-07,14,60.06
STORE_001,SKU10007,2025-06-08,14,60.06
STORE_001,SKU10007,2025-06-10,11,47.19
STORE_001,SKU10007,2025-06-11,12,51.48
STORE_001,SKU10007,2025-06-12,15,64.35
STORE_001,SKU10007,2025-06-13,10,42.9
STORE_001,SKU10007,2025-06-14,14,60.06
STORE_001,SKU10008,2025-04-20,22,65.78
STORE_001,SKU10008,2025-04-21,17,50.83
STORE_001,SKU10008,2025-04-22,13,38.87
STORE_001,SKU10008,2025-04-23,17,50.83
STORE_001,SKU10008,2025-04-24,11,32.89
STORE_001,SKU10008,2025-04-25,15,44.85
STORE_001,SKU10008,2025-04-26,19,56.81
STORE_001,SKU10008,2025-04-27,18,53.82
STORE_001,SKU10008,2025-04-28,17,50.83
STORE_001,SKU10008,2025-04-29,17,50.83
STORE_001,SKU10008,2025-04-30,16,47.84
STORE_001,SKU10008,2025-05-01,16,47.84
STORE_001,SKU10008,2025-05-02,15,44.85
STORE_001,SKU10008,2025-05-03,14,41.86
STORE_001,SKU10008,2025-05-04,20,59.8
STORE_001,SKU10008,2025-05-05,15,44.85
STORE_001,SKU10008,2025-05-06,17,50.83
STORE_001,SKU10008,2025-05-07,17,50.83
STORE_001,SKU10008,2025-05-09,14,41.86
STORE_001,SKU10008,2025-05-10,14,41.86
STORE_001,SKU10008,2025-05-11,21,62.79
STORE_001,SKU10008,2025-05-12,16,47.84
STORE_001,SKU10008,2025-05-13,10,29.9
STORE_001,SKU10008,2025-05-14,17,50.83
STORE_001,SKU10008,2025-05-15,16,47.84
STORE_001,SKU10008,2025-05-16,17,50.83
STORE_001,SKU10008,2025-05-17,17,50.83
STORE_001,SKU10008,2025-05-18,21,62.79
STORE_001,SKU10008,2025-05-19,13,38.87
STORE_001,SKU10008,2025-05-20,17,50.83
STORE_001,SKU10008,2025-05-21,16,47.84
STORE_001,SKU10008,2025-05-22,10,29.9
STORE_001,SKU10008,2025-05-23,10,29.9
STORE_001,SKU10008,2025-05-24,16,47.84
STORE_001,SKU10008,2025-05-25,15,44.85
STORE_001,SKU10008,2025-05-26,10,29.9
STORE_001,SKU10008,2025-05-27,12,35.88
STORE_001,SKU10008,2025-05-28,14,41.86
STORE_001,SKU10008,2025-05-29,13,38.87
STORE_001,SKU10008,2025-05-30,21,62.79
STORE_001,SKU10008,2025-05-31,15,44.85
STORE_001,SKU10008,2025-06-01,20,59.8
STORE_001,SKU10008,2025-06-02,19,56.81
STORE_001,SKU10008,2025-06-03,14,41.86
STORE_001,SKU10008,2025-06-04,13,38.87
STORE_001,SKU10008,2025-06-05,14,41.86
STORE_001,SKU10008,2025-06-06,14,41.86
STORE_001,SKU10008,2025-06-07,16,47.84
STORE_001,SKU10008,2025-06-08,14,41.86
STORE_001,SKU10008,2025-06-09,16,47.84
STORE_001,SKU10008,2025-06-10,14,41.86
STORE_001,SKU10008,2025-06-11,21,62.79
STORE_001,SKU10008,2025-06-12,17,50.83
STORE_001,SKU10008,2025-06-13,14,41.86
STORE_001,SKU10008,2025-06-14,19,56.81
STORE_001,SKU10009,2025-04-20,14,48.86
STORE_001,SKU10009,2025-04-21,13,45.37
STORE_001,SKU10009,2025-04-22,7,24.43
STORE_001,SKU10009,2025-04-23,8,27.92
STORE_001,SKU10009,2025-04-24,9,31.41
STORE_001,SKU10009,2025-04-25,11,38.39
STORE_001,SKU10009,2025-04-26,4,13.96
STORE_001,SKU10009,2025-04-27,10,34.9
STORE_001,SKU10009,2025-04-28,14,48.86
STORE_001,SKU10009,2025-04-29,8,27.92
STORE_001,SKU10009,2025-04-30,11,38.39
STORE_001,SKU10009,2025-05-01,11,38.39
STORE_001,SKU10009,2025-05-02,12,41.88
STORE_001,SKU10009,2025-05-03,14,48.86
STORE_001,SKU10009,2025-05-04,15,52.35
STORE_001,SKU10009,2025-05-05,14,48.86
STORE_001,SKU10009,2025-05-06,10,34.9
STORE_001,SKU10009,2025-05-07,9,31.41
STORE_001,SKU10009,2025-05-08,12,41.88
STORE_001,SKU10009,2025-05-09,12,41.88
STORE_001,SKU10009,2025-05-11,13,45.37
STORE_001,SKU10009,2025-05-12,11,38.39
STORE_001,SKU10009,2025-05-13,12,41.88
STORE_001,SKU10009,2025-05-14,16,55.84
STORE_001,SKU10009,2025-05-15,11,38.39
STORE_001,SKU10009,2025-05-16,14,48.86
STORE_001,SKU10009,2025-05-17,14,48.86
STORE_001,SKU10009,2025-05-18,13,45.37
STORE_001,SKU10009,2025-05-19,10,34.9
STORE_001,SKU10009,2025-05-20,11,38.39
STORE_001,SKU10009,2025-05-21,11,38.39
STORE_001,SKU10009,2025-05-22,9,31.41
STORE_001,SKU10009,2025-05-23,9,31.41
STORE_001,SKU10009,2025-05-24,13,45.37
STORE_001,SKU10009,2025-05-27,14,48.86
STORE_001,SKU10009,2025-05-28,11,38.39
STORE_001,SKU10009,2025-05-29,7,24.43
STORE_001,SKU10009,2025-05-30,6,20.94
STORE_001,SKU10009,2025-05-31,10,34.9
STORE_001,SKU10009,2025-06-01,14,48.86
STORE_001,SKU10009,2025-06-02,8,27.92
STORE_001,SKU10009,2025-06-03,13,45.37
STORE_001,SKU10009,2025-06-04,12,41.88
STORE_001,SKU10009,2025-06-05,10,34.9
STORE_001,SKU10009,2025-06-06,7,24.43
STORE_001,SKU10009,2025-06-07,11,38.39
STORE_001,SKU10009,2025-06-08,12,41.88
STORE_001,SKU10009,2025-06-09,12,41.88
STORE_001,SKU10009,2025-06-11,13,45.37
STORE_001,SKU10009,2025-06-12,10,34.9
STORE_001,SKU10009,2025-06-13,11,38.39
STORE_001,SKU10009,2025-06-14,12,41.88
STORE_001,SKU20000,2025-04-20,15,56.85
STORE_001,SKU20000,2025-04-21,13,49.27
STORE_001,SKU20000,2025-04-22,15,56.85
STORE_001,SKU20000,2025-04-23,13,49.27
STORE_001,SKU20000,2025-04-24,13,49.27
STORE_001,SKU20000,2025-04-25,11,41.69
STORE_001,SKU20000,2025-04-26,13,49.27
STORE_001,SKU20000,2025-04-27,14,53.06
STORE_001,SKU20000,2025-04-28,11,41.69
STORE_001,SKU20000,2025-04-29,14,53.06
STORE_001,SKU20000,2025-05-01,11,41.69
STORE_001,SKU20000,2025-05-02,7,26.53
STORE_001,SKU20000,2025-05-03,16,60.64
STORE_001,SKU20000,2025-05-04,15,56.85
STORE_001,SKU20000,2025-05-05,10,37.9
STORE_001,SKU20000,2025-05-06,12,45.48
STORE_001,SKU20000,2025-05-07,12,45.48
STORE_001,SKU20000,2025-05-08,10,37.9
STORE_001,SKU20000,2025-05-09,12,45.48
STORE_001,SKU20000,2025-05-10,14,53.06
STORE_001,SKU20000,2025-05-11,13,49.27
STORE_001,SKU20000,2025-05-12,11,41.69
STORE_001,SKU20000,2025-05-13,10,37.9
STORE_001,SKU20000,2025-05-14,12,45.48
STORE_001,SKU20000,2025-05-15,11,41.69
STORE_001,SKU20000,2025-05-16,13,49.27
STORE_001,SKU20000,2025-05-17,17,64.43
